text_id,span_text,label,start_char,end_char
text_9211,вул. М. Арнаутської,LOC,190,209
text_9211,вул. Катерининської,LOC,213,232
text_9212,Клімова,PERS,68,75
text_9213,липні 2009 року,DATE,2,17
text_9213,"вул. Пантелеймонівській, 82",LOC,112,139
text_9213,ФК «Чорноморець»,ORG,142,158
text_9214,сьогодні,DATE,145,153
text_9216,Державного реєстру нерухомих пам'яток України,ORG,67,112
text_9217,"вул. Пантелеймонівській, 82",LOC,11,38
text_9217,Чижикова,LOC,50,58
text_9217,Куйбишева,LOC,61,70
text_9217,початку ХХ ст,DATE,122,135
text_9217,Одеській області,LOC,207,223
text_9218,закон «Про охорону культурної спадщини»,DOC,14,53
text_9219,ТОВ «Фірма «Кріогенсервіс»,ORG,126,152
text_9219,Запорізької області,LOC,246,265
text_9219,2013 року по теперішній час,PERIOD,268,295
text_9220,Наші гроші. Запоріжжя,ART,22,43
text_9220,Єдиного держреєстру судових рішень,ORG,67,101
text_9221,жовтні 2013 року,DATE,25,41
text_9221,ТОВ «Фірма «Кріогенсервіс»,ORG,42,68
text_9221,КУ «Запорізька обласна дитяча клінічна лікарня»,ORG,185,232
text_9221,ПАТ «Південтехгаз»,ORG,291,309
text_9221,"14,45 тон",QUANT,356,365
text_9221,протягом року,PERIOD,366,379
text_9222,Кріогенсервісу,ORG,41,55
text_9223,Кріогенсервіс,ORG,13,26
text_9223,Південтехгазу,ORG,96,109
text_9223,2014 року,DATE,112,121
text_9224,Південтехгаз,ORG,41,53
text_9224,протягом 2014 року,PERIOD,56,74
text_9224,Кріогенсервісу,ORG,98,112
text_9226,Кріогенсервіс,ORG,42,55
text_9226,Харківського автогенного заводу,ORG,92,123
text_9226,Запоріжсталі,ORG,130,142
text_9227,грудні 2015 року,DATE,2,18
text_9227,Кріогенсервісу,ORG,54,68
text_9228,Кріогенсервіс,ORG,2,15
text_9228,Сергію Защенкову,PERS,34,50
text_9228,Миколі Зубу,PERS,54,65
text_9229,2010 року,DATE,2,11
text_9229,Запорізькій області,LOC,39,58
text_9229,"2,36 млн грн",MON,92,104
text_9230,Кріогенсервіс,ORG,11,24
text_9230,запорізькій міській багатопрофільній дитячій лікарні №5,ORG,53,108
text_9230,онкологічному диспансеру,ORG,111,135
text_9230,запорізькій міській багатопрофільній клінічній лікарні №9,ORG,138,195
text_9230,лікарні екстреної та швидкої медичної допомоги,ORG,198,244
text_9230,Запоріжжі,LOC,247,256
text_9230,обласній клінічній лікарні,ORG,259,285
text_9230,бердянському територіальному медоб'єднанню,ORG,288,330
text_9230,бердянській міській лікарні,ORG,333,360
text_9231,Кріогенсервіс,ORG,21,34
text_9231,Харківським автогенним заводом,ORG,71,101
text_9231,Черкаське ОТВ АМКУ,ORG,105,123
text_9231,76 тис. грн,MON,140,151
text_9231,підприємця,JOB,162,172
text_9231,Валентину Козименко,PERS,173,192
text_9231,Роздрібно-виробниче підприємство ресторанного господарства,ORG,196,254
text_9231,Жашківського району Черкаської області,LOC,361,399
text_9232,27 березня,DATE,39,49
text_9233,Черкаське відділення Антимонопольного комітету,ORG,8,54
text_9233,Роздрібно-виробниче підприємство ресторанного господарства,ORG,108,166
text_9233,РВПРГ,ORG,175,180
text_9233,ФОП Валентина Козименко,ORG,186,209
text_9234,антимонопольники,JOB,60,76
text_9235,2016-2018 років,PERIOD,11,26
text_9235,Козименко,PERS,58,67
text_9235,РВПРГ,ORG,86,91
text_9235,заготівельником,JOB,104,119
text_9236,2016 – І кварталу 2018 року,PERIOD,16,43
text_9236,адміністратора залу,JOB,64,83
text_9236,Ресторан Жашків,ORG,111,126
text_9236,Засновниками,JOB,130,142
text_9236,Таїсія Гріпак,PERS,163,176
text_9236,Ніна Олійник,PERS,179,191
text_9236,Тамара Ренкас,PERS,195,208
text_9236,літа 2018 року,DATE,215,229
text_9236,керівником,JOB,230,240
text_9236,Ресторану,ORG,241,250
text_9236,Козименко,PERS,261,270
text_9237,Таїсія Гріпак,PERS,19,32
text_9237,директором,JOB,35,45
text_9237,РВПРГ,ORG,46,51
text_9237,Тамара Ренкас,PERS,54,67
text_9237,головним бухгалтером,JOB,70,90
text_9237,РВПРГ,ORG,91,96
text_9237,Ніна Олійник,PERS,101,113
text_9237,завідувачем виробництва,JOB,116,139
text_9237,РВПРГ,ORG,140,145
text_9237,Козименко,PERS,183,192
text_9237,Ресторану Жашків,ORG,225,241
text_9237,Козименко,PERS,360,369
text_9237,РВПРГ,ORG,385,390
text_9238,Черкаське ОТВ АМКУ,ORG,43,61
text_9238,2018 року,DATE,122,131
text_9239,підприємиці,JOB,18,29
text_9239,Козименко,PERS,30,39
text_9239,662 тис. грн,MON,49,61
text_9239,РВПРГ,ORG,66,71
text_9239,"2,56 млн грн",MON,74,86
text_9240,РВПРГ,ORG,37,42
text_9240,60 тис. грн,MON,52,63
text_9240,Козименко,PERS,74,83
text_9240,18 тис. грн,MON,86,97
text_9241,двомісячний строк,PERIOD,2,19
text_9241,трьох років,PERIOD,97,108
text_9242,2016 року,DATE,13,22
text_9242,Черкаське територіальне відділення АМКУ,ORG,23,62
text_9242,Юлія Чемич,PERS,70,80
text_9243,липня 2015 року,DATE,17,32
text_9243,начальника відділу розслідувань недобросовісної конкуренції невиробничої сфери,JOB,49,127
text_9243,Управління розслідувань Центрального апарату,ORG,128,172
text_9243,Одеський апеляційний госпсуд,ORG,173,201
text_9243,"7,29 га",QUANT,258,265
text_9243,р. Дністер,LOC,293,303
text_9243,Маяки,LOC,314,319
text_9243,Удобненської сільської ради,ORG,333,360
text_9243,Білгород-Дінстровського району,LOC,361,391
text_9245,2008 році,DATE,2,11
text_9245,Білгород-Дінстровська РДА,ORG,12,37
text_9245,ТОВ «Північне Причорномор'я»,ORG,58,86
text_9245,22 роки,PERIOD,99,106
text_9246,Апеляційний суд,ORG,42,57
text_9246,договір оренди,DOC,67,81
text_9246,ТОВ «Північне Причорномор'я»,ORG,97,125
text_9246,райдержадміністрації,ORG,144,164
text_9246,500 тис грн,MON,193,204
text_9247,Північне Причорномор'я,ORG,54,76
text_9247,ТОВ «Главбуд»,ORG,83,96
text_9248,2004 році,DATE,2,11
text_9249,2006 році,DATE,2,11
text_9249,Главбуд,ORG,14,21
text_9249,Північне Причорномор'я,ORG,66,88
text_9249,грудні 2007 року,DATE,96,112
text_9249,РДА,ORG,113,116
text_9249,договір оренди від 2004 року,DOC,144,172
text_9249,ТОВ «Главбуд»,ORG,176,189
text_9250,30 листопада 2007 року,DATE,8,30
text_9250,РДА,ORG,31,34
text_9250,ТОВ «Главбуд»,ORG,37,50
text_9250,"8,16 га",QUANT,88,95
text_9250,170 м,QUANT,126,131
text_9250,Маякського мосту,LOC,136,152
text_9250,Дністер,LOC,174,181
text_9250,Човнової станції,ORG,226,242
text_9251,листопаді минулого року,DATE,35,58
text_9251,ТОВ «Главбуд»,ORG,105,118
text_9251,Засновниками,JOB,155,167
text_9251,ТОВ «Північне Причорномор'я»,ORG,168,196
text_9251,Пантелій Міхайлуце,PERS,199,217
text_9251,бізнесмен,JOB,230,239
text_9251,Дмитро Шкрабов,PERS,240,254
text_9251,Барбі,PERS,289,294
text_9251,Директор,JOB,298,306
text_9251,Олександр Стефанов,PERS,315,333
text_9251,Засновниками,JOB,336,348
text_9251,ТОВ «Главбуд»,ORG,349,362
text_9251,2007 року,DATE,371,380
text_9251,Пантелій Міхайлуце,PERS,420,438
text_9251,Людмила Шкрабова,PERS,442,458
text_9252,ТСН,ORG,10,13
text_9252,Човновій станції,ORG,38,54
text_9252,$200 тисяч,MON,73,83
text_9252,"$1,5 млн",MON,87,95
text_9253,прокуратури Одеської області,ORG,20,48
text_9253,рішення Житомирської обласної ради від 28 травня 2015 року,DOC,85,143
text_9253,95 га,QUANT,219,224
text_9253,ТОВ «Межиріченський гірничо-збагачувальний комбінат»,ORG,236,288
text_9254,постанова Житомирського апеляційного адміністративного суду від 13 січня,DOC,16,88
text_9255,Кабміном,ORG,140,148
text_9256,розпорядженням Кабміну від 10.04.2008 №610,DOC,113,155
text_9256,Житомирська облрада,ORG,177,196
text_9258,28 травня 2015 року,DATE,10,29
text_9258,Житомирської облрада,ORG,30,50
text_9258,Червоноармійського лісгоспу,ORG,62,89
text_9258,Житомироблагролісу,ORG,96,114
text_9258,95 га,QUANT,147,152
text_9258,ДП «Червоноармійський лісгосп АПК»,ORG,188,222
text_9258,Межиріченський гірничо-збагачувальний комбінат,ORG,281,327
text_9258,19 червня,DATE,331,340
text_9258,Червоноармійський лісгосп,ORG,343,368
text_9259,Фасівської та Ягодинської сільських рад,LOC,30,69
text_9259,Житомирської області,LOC,70,90
text_9260,Червоноармійський лісгосп,ORG,2,27
text_9260,депутат,JOB,37,44
text_9260,Черновоармійської райради,ORG,45,70
text_9260,Петро Курильчук,PERS,71,86
text_9261,Житомирського обласного комунального агролісогосподарського підприємства «Житомироблагроліс»,ORG,34,126
text_9261,Житомирської обласної ради,ORG,127,153
text_9262,Житомироблагроліс,ORG,2,19
text_9262,депутат,JOB,29,36
text_9262,Житомирської облради,ORG,37,57
text_9262,ВО «Батьківщина»,ORG,62,78
text_9262,Ігор Рибинський,PERS,79,94
text_9263,заступником голови,JOB,6,24
text_9264,Межиріченський гірничо-збагачувальний комбінат,ORG,2,48
text_9264,Group DF,ORG,69,77
text_9264,Дмитра Фірташа,PERS,78,92
text_9264,Іршанську,LOC,109,118
text_9264,Житомирської області,LOC,119,139
text_9264,Іршанським ГЗК,ORG,184,198
text_9264,Валки-Ільменіт,ORG,231,245
text_9264,Українське національне інформаційне агентство «Укрінформ»,ORG,249,306
text_9264,14 жовтня,DATE,307,316
text_9264,ТОВ «ЕС комюнікейшн груп»,ORG,332,357
text_9264,чемпіонату Європи,MISC,453,470
text_9264,2012 року,DATE,471,480
text_9264,Україні,LOC,483,490
text_9265,"0,74 млн грн",MON,22,34
text_9266,Віснику державних закупівель,ART,26,54
text_9267,Євро-2012,MISC,33,42
text_9269,ЕС комюнікейшн груп,ORG,46,65
text_9270,UBR,ORG,167,170
text_9271,України,LOC,126,133
text_9271,УТ-1,ORG,139,143
text_9271,Діловий світ,ORG,146,158
text_9271,ТРК ЕРА,ORG,163,170
text_9271,Ера бізнесу,ORG,173,184
text_9271,Інтер,ORG,189,194
text_9271,Ваші гроші,ORG,197,207
text_9271,СТБ,ORG,212,215
text_9271,Бізнес плюс,ORG,218,229
text_9271,ІСTV,ORG,234,238
text_9271,Ділові факти,ORG,241,253
text_9271,Студія «1+1»,ORG,258,270
text_9271,Особистий рахунок,ORG,273,290
text_9271,Тоніс (24 години. Бізнес,ORG,295,319
text_9272,ESGroup,ORG,13,20
text_9272,Укртранслізинг,ORG,47,61
text_9272,Ріната Ахметова,PERS,87,102
text_9272,Ігоря Гуменюка,PERS,105,119
text_9272,Антона Пригодського,PERS,122,141
text_9272,Віктора Януковича,PERS,154,171
text_9273,ESGroup,ORG,20,27
text_9273,України,LOC,69,76
text_9273,Євро-2012,MISC,80,89
text_9273,Euronews,ORG,100,108
text_9273,26 млн грн,MON,120,130
text_9273,Громадська організація «Центр протидії корупції»,ORG,131,179
text_9273,27 червня,DATE,180,189
text_9273,НАЗК,ORG,204,208
text_9273,начальника юридичного департаменту,JOB,249,283
text_9273,АМКУ,ORG,284,288
text_9273,Даніїла Федорчука,PERS,289,306
text_9273,першого заступника міністра юстиції,JOB,342,377
text_9273,Наталії Бернацької,PERS,378,396
text_9274,ЦПК,ORG,31,34
text_9274,ЦПК,ORG,37,40
text_9274,Даніїл Федорчук,PERS,64,79
text_9274,Антимонопольного комітету України,ORG,169,202
text_9274,Агії Загребельської,PERS,203,222
text_9274,СЕТАМ,ORG,332,337
text_9274,Міністерства юстиції України,ORG,338,366
text_9275,Наші гроші,ART,17,27
text_9275,Антимонопольний комітет,ORG,52,75
text_9275,Даніїл Федорчук,PERS,76,91
text_9275,юристом,JOB,101,108
text_9275,Integrites,ORG,122,132
text_9276,Руслану Бернацькому,PERS,18,37
text_9276,першого замміністра юстиції,JOB,49,76
text_9276,Наталії Бернацької,PERS,77,95
text_9276,Севостьянова,PERS,108,120
text_9277,Бернацька,PERS,13,22
text_9277,Мін'юсту,ORG,67,75
text_9277,СЕТАМу,ORG,91,97
text_9277,15 червня,DATE,100,109
text_9277,Глущенко,PERS,110,118
text_9277,НАЗК,ORG,131,135
text_9277,Загребельської,PERS,202,216
text_9278,Мін'юст,ORG,25,32
text_9278,Загребельська,PERS,53,66
text_9278,2014-2015 роках,PERIOD,69,84
text_9278,першим заступником голови,JOB,95,120
text_9278,Державної виконавчої служби,ORG,121,148
text_9280,Мін'юст,ORG,27,34
text_9280,Україні,LOC,111,118
text_9280,11 березня 2015 року,DATE,133,153
text_9280,Загребельська,PERS,161,174
text_9280,ДВС,ORG,187,190
text_9281,тиждень,PERIOD,12,19
text_9281,18 березня,DATE,20,30
text_9282,2 липня,DATE,11,18
text_9282,Державна аудиторська служба України,ORG,19,54
text_9282,АМКУ,ORG,92,96
text_9282,"Керівництво та управління у сфері конкурентної політики, контроль за дотриманням законодавства про захист економічної конкуренції",MISC,132,261
text_9282,1 січня 2017 року по червень 2018 року,PERIOD,276,314
text_9283,НГ,ORG,15,17
text_9283,АМКУ,ORG,71,75
text_9283,2017-2018 роки,PERIOD,79,93
text_9283,АМКУ,ORG,123,127
text_9283,ДАСУ,ORG,225,229
text_9283,Управління житлового господарства Донецької міськради,ORG,258,311
text_9283,26 червня,DATE,312,321
text_9283,"13,42 млн грн",MON,422,435
text_9284,Віснику державних закупівель,ART,26,54
text_9285,2013 – 2015 рр.,PERIOD,21,36
text_9286,Марморок,ART,62,70
text_9286,Вентфасад,ORG,107,116
text_9286,Роктаун,MISC,162,169
text_9286,ТОВ «Мармарокбуд»,ORG,174,191
text_9286,"2,90 млн грн.",MON,200,213
text_9286,"пр. Ватутіна, 20",LOC,242,258
text_9287,Марморокбуд,ORG,11,22
text_9287,ТОВ «Вентфасад»,ORG,27,42
text_9287,СК інжиніринг,ORG,68,81
text_9287,Діомар інвест лімітед,ORG,121,142
text_9287,ТОВ «Всеукраїнська управляюча компанія»,ORG,148,187
text_9288,СК інжинірингу,ORG,29,43
text_9288,Лілія Близнюк,PERS,54,67
text_9288,губернатора,JOB,89,100
text_9288,Донецької області,ORG,101,118
text_9288,міністра регіонального будівництва,JOB,122,156
text_9288,Анатолія Близнюка,PERS,157,174
text_9289,Близнюка,PERS,61,69
text_9289,Олексієм,PERS,70,78
text_9289,Оленою Близнюк,PERS,96,110
text_9289,ТОВ «Міське будівництво»,ORG,113,137
text_9289,"5,88 млн грн.",MON,146,159
text_9289,б. Шевченка,LOC,197,208
text_9290,Гветадзе,PERS,24,32
text_9290,Іван Гветадзе,PERS,35,48
text_9290,депутатом,JOB,51,60
text_9290,Донецької міськради,ORG,61,80
text_9290,Партії регіонів,ORG,85,100
text_9290,Депутат,JOB,191,198
text_9290,Ленінської райради в Донецьку,ORG,199,228
text_9290,Партії регіонів,ORG,233,248
text_9290,Теймураз Гветадзе,PERS,249,266
text_9290,міністра молоді та спорту,JOB,300,325
text_9290,Ірини Сафіулліної,PERS,326,343
text_9290,ТОВ «Тріол-Авто»,ORG,346,362
text_9290,ТОВ «Донтехнобуд»,ORG,366,383
text_9290,"4,65 млн грн.",MON,392,405
text_9290,вул. Університетській,LOC,445,466
text_9290,Засновниками,JOB,469,481
text_9290,Микола Зенков,PERS,490,503
text_9290,Микола Брунько,PERS,507,521
text_9290,Андрія Альоші,PERS,539,552
text_9290,депутата,JOB,555,563
text_9290,Донецької міської ради,ORG,564,586
text_9290,Сильної України,ORG,593,608
text_9291,ТОВ «Надра Донбасу»,ORG,39,58
text_9291,Управління МНС України в Житомирській області,ORG,108,153
text_9291,28 грудня,DATE,154,163
text_9291,Всеволодом Біласом,PERS,179,197
text_9291,"1925,7 м2",QUANT,239,248
text_9291,"6,66 млн грн",MON,252,264
text_9292,Віснику державних закупівель,ART,26,54
text_9293,3460 грн.,MON,72,81
text_9293,продавець,JOB,92,101
text_9293,4180 грн.,MON,181,190
text_9293,наказ Мінрегіонбуду від 07.07.11 № 110,DOC,199,237
text_9294,Управління Міністерства надзвичайних ситуацій України в Житомирській області,ORG,45,121
text_9295,1 січня 2011 р.,DATE,10,25
text_9297,початок грудня 2011 року,DATE,10,34
text_9297,Баранівка,LOC,62,71
text_9300,вересні,DATE,13,20
text_9300,Києві,LOC,23,28
text_9301,Верховної Ради,ORG,52,66
text_9302,президент,JOB,12,21
text_9302,Віктор Янукович,PERS,22,37
text_9302,Житомирській області,ORG,131,151
text_9302,5 млн грн.,MON,183,193
text_9302,Україні,LOC,224,231
text_9302,Києва,LOC,238,243
text_9302,Київської області,LOC,247,264
text_9302,Всеволод Білас,PERS,267,281
text_9302,IDS Group,ORG,309,318
text_9302,України,LOC,336,343
text_9302,Миргородська,ART,379,391
text_9302,Моршинська,ART,397,407
text_9302,Боржомі,ART,413,420
text_9302,2008-2015 роках,PERIOD,427,442
text_9302,ПП «Тест он-лайн»,ORG,443,460
text_9302,ТОВ «3Д Лоджик»,ORG,463,478
text_9302,Українського центру оцінювання якості освіти,ORG,593,637
text_9303,Печерського райсуду м. Києва,ORG,24,52
text_9303,2 березня,DATE,57,66
text_9304,ПП «Тест он-лайн»,ORG,60,77
text_9304,ТОВ «3Д Лоджик»,ORG,80,95
text_9305,Тест он-лайн,ORG,39,51
text_9305,"4,9 млн грн",MON,62,73
text_9306,6 млн грн,MON,62,71
text_9307,Володимира Вакарева,PERS,55,74
text_9307,засновником,JOB,99,110
text_9307,директором,JOB,113,123
text_9307,бухгалтером,JOB,126,137
text_9307,Прокурори,JOB,140,149
text_9307,Вакаревим,PERS,163,172
text_9307,першого заступника директора,JOB,249,277
text_9307,Українського центру оцінювання якості освіти,ORG,278,322
text_9307,Володимира Винника,PERS,323,341
text_9308,Володимир Вакарев,PERS,15,32
text_9308,Тест он-лайн,ORG,87,99
text_9308,замдиректора,JOB,160,172
text_9308,УЦОЯО,ORG,173,178
text_9309,грудні 2015 р.,DATE,2,16
text_9309,прокурорам,JOB,25,35
text_9309,УЦОЯО,ORG,79,84
text_9310,19 червня 2015 р.,DATE,124,141
text_9310,УЦОЯО,ORG,200,205
text_9311,УЦОЯО,ORG,143,148
text_9312,начальникові,JOB,27,39
text_9312,першому заступникові директора,JOB,78,108
text_9312,УЦОЯО,ORG,109,114
text_9313,вересні 2015 р.,DATE,38,53
text_9313,керівник,JOB,81,89
text_9313,УЦОЯО,ORG,90,95
text_9313,Ігор Лікарчук,PERS,96,109
text_9313,Миколаївської міськради,ORG,129,152
text_9313,Західна нафтова група,ORG,212,233
text_9314,Преступности. Нет,ART,28,45
text_9315,2006 року,DATE,15,24
text_9315,Космонавтів,LOC,81,92
text_9315,Турбінної,LOC,95,104
text_9315,Зоря» - «Машпроект»,ORG,128,147
text_9316,Західній нафтовій групі,ORG,37,60
text_9316,35 га,QUANT,63,68
text_9318,25 гектарами,QUANT,74,86
text_9318,10 га,QUANT,124,129
text_9318,30 жовтня цього року,DATE,132,152
text_9319,Західна нафтова група,ORG,51,72
text_9320,2006 році,DATE,57,66
text_9321,Зоря» - «Машпроект»,ORG,157,176
text_9321,Засновниками,JOB,179,191
text_9321,СП «Західна Нафтова Група»,ORG,201,227
text_9321,народний депутат,JOB,230,246
text_9321,лютому цього року,DATE,250,267
text_9321,Суверенна європейська Україна,ORG,287,316
text_9321,Степан Івахів,PERS,320,333
text_9321,"48,99%",PCT,336,342
text_9321,Брекон Сервісес Лімітед,ORG,357,380
text_9321,Віргінські острови,LOC,385,403
text_9321,ТОВ «Спецпроект-Перспектива»,ORG,408,436
text_9321,засновниками,JOB,439,451
text_9321,Антон Бугайов,PERS,460,473
text_9321,Людмила Литвинюк,PERS,476,492
text_9321,Степан Івахів,PERS,495,508
text_9321,Континіум,ORG,533,542
text_9321,нардеп,JOB,561,567
text_9321,Ігор Єрємєєв,PERS,568,580
text_9322,Верховної Ради,ORG,39,53
text_9322,Івахів,PERS,54,60
text_9322,Волині,LOC,88,94
text_9322,Блок Петра Порошенка,ORG,99,119
text_9322,заступник начальника,JOB,167,187
text_9322,Луганського обласного територіального відділення Антимонопольного комітету України,ORG,222,304
text_9322,Андрій Павленко,PERS,305,320
text_9322,прокурором,JOB,335,345
text_9322,"18,7 тис грн",MON,356,368
text_9322,приватного підприємця,JOB,414,435
text_9323,Сєвєродонецького міського суду,ORG,22,52
text_9323,14 вересня,DATE,57,67
text_9324,вересні 2017 року,DATE,2,19
text_9324,Павленко,PERS,20,28
text_9324,приватною підприємицею,JOB,52,74
text_9325,Підприємиця,JOB,95,106
text_9326,Луганського обласного тервідділення АМКУ,ORG,23,63
text_9326,прокуратури Луганської області,ORG,87,117
text_9326,14.02.2018,DATE,122,132
text_9326,народного депутата,JOB,140,158
text_9326,19.02.2018,DATE,163,173
text_9326,Лисичанського ВП ГУ Нацполіції в Луганській області,ORG,186,237
text_9326,21.03.2018,DATE,242,252
text_9326,ПП «Продгрупсервіс»,ORG,385,404
text_9326,Луганської області,LOC,484,502
text_9327,підприємиці,JOB,51,62
text_9328,Луганським облтервідділенням АМКУ,ORG,42,75
text_9329,Павленко,PERS,30,38
text_9329,підприємницею,JOB,66,79
text_9329,40 тис грн,MON,105,115
text_9329,в. о. голови,JOB,128,140
text_9329,Луганського тервідділення,ORG,141,166
text_9329,Павленка,PERS,185,193
text_9329,нардепу,JOB,210,217
text_9329,правоохоронцям,JOB,220,234
text_9329,Продгрупсервісу,ORG,257,272
text_9330,Павленка,PERS,4,12
text_9330,ч. 2 ст. 369-2 КК,DOC,30,47
text_9330,керівником,JOB,109,119
text_9330,Луганського тервідділення,ORG,120,145
text_9331,вересні,DATE,2,9
text_9331,військовий прокурор,JOB,10,29
text_9331,Луганського гарнізону,ORG,30,51
text_9331,Павленко,PERS,54,62
text_9332,Павленко,PERS,19,27
text_9332,18700 грн,MON,92,101
text_9333,початку вересня,DATE,3,18
text_9333,Андрій Павленко,PERS,19,34
text_9333,Антимонопольний комітет,ORG,71,94
text_9333,Постійно діючої адміністративної колегії з розгляду тендерних скарг,ORG,128,195
text_9333,"Міністерства регіонального розвитку, будівництва і ЖКГ",ORG,214,268
text_9334,державна уповноважена,JOB,18,39
text_9334,АМКУ,ORG,40,44
text_9334,Агія Загребельська,PERS,45,63
text_9336,АМКУ,ORG,42,46
text_9337,Колегія,ORG,18,25
text_9338,150 км,QUANT,135,141
text_9338,35 км,QUANT,144,149
text_9338,30 км,QUANT,152,157
text_9338,3 год,PERIOD,196,201
text_9340,АМКУ,ORG,27,31
text_9341,Колегія,ORG,54,61
text_9341,двох років тому,DATE,81,96
text_9342,Вінницької САД,ORG,65,79
text_9342,Дорожники,JOB,82,91
text_9342,Хмельницької області,LOC,92,112
text_9342,двох годин,PERIOD,309,319
text_9343,САД,ORG,28,31
text_9343,Закарпатській області,LOC,34,55
text_9343,три години,PERIOD,100,110
text_9344,25 жовтня,DATE,77,86
text_9344,АМКУ,ORG,87,91
text_9344,Міністерства регіонального розвитку і будівництва,ORG,119,168
text_9345,АМКУ,ORG,6,10
text_9345,Міністерства економічного розвитку і торгівлі,ORG,29,74
text_9345,Міністерства інфраструктури,ORG,78,105
text_9345,Департамент розвитку житлово-комунальної інфраструктури Маріупольської міської ради,ORG,182,265
text_9345,торік,DATE,266,271
text_9345,ТОВ «Укрстрой»,ORG,280,294
text_9345,"7,5 млн грн",MON,340,351
text_9346,Жовтневого районного суду м. Маріуполя Донецької області,ORG,23,79
text_9346,9 березня,DATE,84,93
text_9347,квітні-листопаді 2015 року,PERIOD,2,28
text_9347,Департамент розвитку ЖКІ Маріупольської міськради,ORG,29,78
text_9347,«Укрстроєм»,ORG,87,98
text_9349,"7,5 млн грн",MON,34,45
text_9349,"5,5 млн грн",MON,55,66
text_9351,Укрстрой,ORG,34,42
text_9352,податківців,JOB,10,21
text_9352,2015 року,PERIOD,33,42
text_9352,Укрстрой,ORG,45,53
text_9352,ТОВ «БК «Олімпія»,ORG,123,140
text_9352,ТОВ «Укрбуд- Альянс»,ORG,143,163
text_9352,ТОВ «Колібріпром»,ORG,166,183
text_9352,ТОВ «Нью Сторі»,ORG,186,201
text_9352,ТОВ «Еліт-Промторг»,ORG,204,223
text_9352,ТОВ «Вілтіс- Трейдінг»,ORG,226,248
text_9352,ТОВ «Мюльтоне»,ORG,251,265
text_9352,ТОВ «БК «Інвест Груп»,ORG,268,289
text_9352,ТОВ «Укртехторг 2015»,ORG,292,313
text_9352,ТОВ «Аліот Груп»,ORG,316,332
text_9352,ТОВ «Бруден»,ORG,335,347
text_9353,листопаді минулого року,DATE,16,39
text_9353,ТОВ «Укрстрой»,ORG,40,54
text_9353,КП «Маріупольське трамвайно-тролейбусне управління»,ORG,76,127
text_9353,вул. Набережна,LOC,184,198
text_9353,вул. Мерзляка,LOC,202,215
text_9353,Маріуполі,LOC,218,227
text_9354,"1,43 млн грн",MON,30,42
text_9355,E-data,MISC,10,16
text_9355,Департамент розвитку ЖКІ Маріупольської міськради,ORG,19,68
text_9355,вересні-грудні 2015 року,PERIOD,71,95
text_9355,ТОВ «Укрстрой»,ORG,108,122
text_9355,6 млн грн,MON,123,132
text_9355,Засновником,JOB,135,146
text_9355,директором,JOB,149,159
text_9355,ТОВ «Укрстрой»,ORG,160,174
text_9355,Євгеній Прокопенко,PERS,177,195
text_9356,"7,4 тис грн",MON,23,34
text_9356,Петропавлівсько-Борщагівської сільської ради Києво-Святошинського району,ORG,81,153
text_9356,ТОВ «Омокс»,ORG,211,222
text_9357,Касаційного адміністративного суду,ORG,26,60
text_9357,Верховного Суду,ORG,70,85
text_9357,2 вересня,DATE,90,99
text_9358,Петропавлівсько-Борщагівської сільради,ORG,9,47
text_9358,Омоксу,ORG,56,62
text_9358,28 га,QUANT,124,129
text_9358,жовтні 2016 року,DATE,132,148
text_9359,ДАБІ,ORG,27,31
text_9359,вересні 2018 року,DATE,80,97
text_9360,Омокс,ORG,2,7
text_9360,Верховний Суд,ORG,102,115
text_9360,2016 року,DATE,145,154
text_9362,Головне слідче управління Нацполіції,ORG,11,47
text_9362,серпня 2018 року,DATE,50,66
text_9362,аеродрому «Чайка»,ORG,132,149
text_9363,Петропавлівсько-Борщагівської сільради,ORG,46,84
text_9363,Центральним аероклубом «Товариства сприяння обороні України ім. Антонова»,ORG,114,187
text_9363,Євро-Сервіс,ORG,207,218
text_9363,Омокс,ORG,226,231
text_9364,ТОВ «Омокс»,ORG,13,24
text_9364,Оксана і Олексій Кулагіни,PERS,27,52
text_9364,ТОВ «Консент Капітал Менеджмент»,ORG,56,88
text_9364,ПВНЗІФ «Консент Капітал Фінанс»,ORG,139,170
text_9364,ДП «Вугілля України»,ORG,171,191
text_9364,ТОВ «Паливна Компанія «Індустріал Груп»,ORG,201,240
text_9364,"59,80 млн грн.",MON,241,255
text_9365,Господарського суду Запорізької області,ORG,24,63
text_9365,1 грудня,DATE,68,76
text_9365,ДП «Вугілля України»,ORG,79,99
text_9365,14 березня 2014 р.,DATE,100,118
text_9365,Паливною Компанією «Індустріал Груп»,ORG,138,174
text_9366,Індустріал Груп,ORG,26,41
text_9366,"167,88 млн грн",MON,85,99
text_9367,Держпідприємство,ORG,64,80
text_9367,"64,75 млн грн",MON,119,132
text_9368,"27,26 млн грн.",MON,68,82
text_9368,Індустріал Груп,ORG,96,111
text_9369,ПК «Індустріал Груп»,ORG,23,43
text_9369,ДП «Вугілля України»,ORG,54,74
text_9370,Індустріал Груп,ORG,2,17
text_9370,Антитерористичної операції,MISC,112,138
text_9370,Донбасі,LOC,142,149
text_9371,АТО,ORG,64,67
text_9371,Індустріал Груп,ORG,79,94
text_9371,27-31 липня 2014 р.,PERIOD,106,125
