text_id,text
text_5085,"Коли Олексій уперше став ногами на цю землю , то зрозумів : так , тепер він може зупинитися та побути врешті собою ."
text_5086,То було чарівне місце .
text_5087,З першого погляду знав – воно його не відпустить .
text_5088,Бо відчув : тут він удома .
text_5089,Нарешті вдома .
text_5090,Й не став опиратися .
text_5091,"Висока круча над Дніпром , лагідна вода , стара занедбана хата під стріхою , а поруч дубок росте , трава гомонить , птахи співають ."
text_5092,"І відразу таке намарилося , наче хтось дозволив йому зазирнути в іншу реальність , перегорнути сторінки книги , яку знав , читав , розумів …"
text_5093,"Крислатий дуб , а під ним сидить козак Мамай ."
text_5094,"Схрестив ноги , тримає в руках кобзу , у зубах люлька , за ним коник вороний пасеться , запряжений , із сідельцем ."
text_5095,"Здається , що ось-ось підніметься козак , гукне коня вороного – і в похід ."
text_5096,"На дереві пташки співають , на гілці шабля висить , у височині сонце грає ."
text_5097,"За дубом хатка видніється , біленька , чепурненька , з великим вікнами ."
text_5098,"Під хатою призьба , щедро обтикана мальвами ."
text_5099,А над ними бджоли гудуть .
text_5100,Десь ліворуч із-за хати визирають вишні та яблуні .
text_5101,"То , певно , сад ."
text_5102,Праворуч виблискує плесо ріки .
text_5103,"А на плесі човник гойдається , вода у Дніпрі міниться на сонці , наче підморгує по-дружньому , кличе-манить , не відпускає ."
text_5104,"Перед козаком на скатерці мушкет лежить , глечик з кухлем стоять , книга розгорнута ."
text_5105,"Поруч казанець на вогні , смачна страва булькає : чи каша , чи юшка ."
text_5106,"І духмяний запах чебрецю та пастернаку впереміш з горілою сосною розгойдується довкіллям . Автором сценарію виступив Сергій Бібік , режисер – Станіслав Цехмістренко ."
text_5107,"Перша розповідь – про багатодітну родину Хом’яків з Луцька , де мати-росіянка , батько-українець , а двоє синів , народжені вже після 1991 року , були учасниками Революції Гідності та добровольцями батальйону ЗСУ « Айдар » ."
text_5108,"Друга розповідь – про долю українського активіста в Криму , який став одним із провідників кримського « Євромайдану » та був викрадений проросійськими бойовиками так званої « самооборони » . Андрій Щекун пережив у незаконному ув’язненні побиття й катування та невдовзі був звільнений через обмін , виїхавши на материкову Україну ."
text_5109,"У фільмі показані переживання дружини Людмили Щекун , яка чекала звільнення чоловіка , залишивши півострів раніше з дітьми . Дмитро й Володимир Хом’яки зі своєї війни не повернулися . 5 вересня 2014 року їхній підрозділ під Луганськом , поблизу села Весела Гора ( Слов’яносербський район ) , знищили російські диверсанти із ДРГ « Русич » , які видали себе за українських військовослужбовців ."
text_5110,"До колони вийшли люди з українським прапором , а коли машини зупинились , бойовики та росіяни відкрили масований вогонь із засідки ."
text_5111,"В одній із машин вибухнув бензобак , поранених добивали пострілами , ще кілька воїнів ЗСУ були вбиті в полоні ."
text_5112,Так загинули понад 30 бійців батальйону « Айдар » та десантників 80-ї аеромобільної бригади .
text_5113,Бойовики на місці розстрілу показували на камеру паспорт одного з Хом’яків .
text_5114,"Тіла двох загиблих невдовзі привезли до Луцька , але мати Катерина Хом’як засвідчила , що це не її хлопці ."
text_5115,"Надалі проводилися пошуки , ексгумації та експертизи ДНК , однак мама так і не знайшла синів ."
text_5116,"Вона припускає , що їх помилково поховала як своїх інша родина , але й надалі чекає . Володимир і Дмитро Хом’яки – єдині два брати в Україні , що вважаються зниклими внаслідок бойових дій на Донбасі ."
text_5117,"« З 2015 року я почала їздити до Києва , познайомившись із такими самими мамами , як я , чиї діти зникли безвісти або потрапили в полон , – розповідає Катерина Хом’як ."
text_5118,"– Ми завжди на стороні своїх синів , ми будемо їх шукати » ."
text_5119,"За її словами , не можна замовчувати проблему зниклих безвісти , тому що рідні військових потребують відповідей ."
text_5120,Присутній на прем’єрі фільму « Межа очікування » побратим Хом’яків з « Айдару » позивний « Монах » звернув увагу на проблему : держава не бажає визнавати і шукати загиблих добровольців .
text_5121,Картина була знята в рамках проекту громадської організації « Інтерньюз-Україна » за фінансової підтримки уряду США . Процес розвитку військової символіки неперервний .
text_5122,А тому вона постійно змінюється та удосконалюється відповідно до вимог сьогодення .
text_5123,"Так , черговим етапом розвитку військової символіки став опублікований в червні минулого року Указ Президента України « Про відомчі заохочувальні відзнаки » , який вніс суттєві зміни до систем нагород усіх міністерств та центральних органів виконавчої влади ."
text_5124,Торкнулись положення і Міністерства оборони України .
text_5125,"Відповідно до документа , було скасовано майже всю систему заохочувальних відзнак , якими міг відзначити військовослужбовців та працівників ЗС України очільник оборонного відомства ."
text_5126,"А саме , було встановлено , що у всіх міністерствах може бути не більше ніж три нагрудні відзнаки , в іншому центральному органі виконавчої влади — не більш як дві , у військовому формуванні або державному правоохоронному органі , що не перебувають у підпорядкуванні центрального органу виконавчої влади , — не більше ніж три ."
text_5127,"З набуттям чинності документа , у відділі військової символіки та геральдики Генерального штабу ЗС України , який відповідав за цей напрямок роботи на той час , почалась розробка нових заохочувальних відзнак , які мали замінити скасовані нагороди ."
text_5128,"А протягом цього часу , Міністр оборони України відзначав кращих військовослужбовців та працівників ЗС України лише відзнаками « Вогнепальна зброя » та « Холодна зброя » , а також грамотами і подяками , які передбачено Дисциплінарним статутом , а отже вимоги президентського указу на них не поширювались ."
text_5129,Відповідно профільному відділу було доручено опрацювати нові нагороди відповідно до Указу Президента .
text_5130,"І лише цього року справа все ж була доведена до логічного завершення , коли нові нагороди затвердив особисто Міністр оборони України ."
text_5131,"Так , було розроблено та погоджено з комісією Державних нагород та геральдики при Президентові України нові медалі та нагрудні знаки , які може отримати військовослужбовець за зразкове виконання свого службового обов’язку ."
text_5132,"Так , чим сьогодні може відзначати професійні здобутки людей у погонах Міністр оборони України ?"
text_5133,"Сьогодні , у розпорядженні Міністра оборони України є подяка , грамота та почесна грамота , якими він може відзначати як цивільних так і військових ."
text_5134,"Окрім того збереглись , але змінили свій вигляд медалі за вислугу років : « 10 років сумлінної служби » , « 15 років сумлінної служби » , « 20 років сумлінної служби » та « Ветеран служби » ( раніше — « Ветеран військової служби » ) ."
text_5135,"Вони не підпадали під чітко встановлену кількість відзнак . Указом президента було встановлено і діаметр медалі — 32 мм , розмір прямокутної колодки до медалі — 28 x 42 мм ."
text_5136,"Далі , сьогодні очільник оборонного відомства має у своєму розпорядженні три нагрудні знаки : « За військову доблесть » , « За зразкову службу » та « Знак пошани » які , за змістом , схожі на своїх попередників , усім добре знайомі відзнаки , « Доблесть і честь » , « За зразкову службу у Збройних Силах України » та « Знак пошани » ."
text_5137,"Але нові відзнаки відрізняються від скасованих не лише назвою , а й виглядом та розмірами , адже Указом Президента встановлено , що тепер розмір нагрудного знака не може перевищувати 45 мм ."
text_5138,"З усіх відзнак найменших видозмін зазнав « Знак пошани » , у якого було лише прибрано прямокутну колодку ."
text_5139,"Водночас , абсолютно нову інтерпретацію отримала відзнака « За зразкову службу » . Прокуратура Приморського району Одеси намагається стягнути з ТОВ « Грімальді » на користь Одеської міськради 1,15 млн грн . збитків за користування ділянкою на пляжі « Ланжерон » без договору оренди ."
text_5140,Про це свідчить рішення Господарського суду Одеської області від 6 жовтня .
text_5141,"Фірма « Грімальді » у 2006 році купила у ТОВ « Надія » кафе « Хуторок у моря » у парку ім . Т . Г . Шевченка в Одесі , за адресою : пляж « Ланжерон » , буд . 1 А ."
text_5142,"У січні 2008 року Одеська міськрада надала ТОВ « Грімальді » згоду на розробку проекту землеустрою щодо відведення ділянки площею 0,33 га в оренду для експлуатації кафе ."
text_5143,"У січні цього року міськрада встановила , що фірма досі користується ділянкою без договору оренди ."
text_5144,"Фірмі було нараховано збитки у розмірі 1,15 млн грн . і зобов’язано оформити документи на ділянку ."
text_5145,"Надалі прокуратура перевірила , чи сплатило ТОВ « Грімальді » ці збитки ."
text_5146,"Коли виявилося , що ні , прокуратура пішла в суд ."
text_5147,Та суд у задоволенні позову прокуратурі відмовив .
text_5148,"Він вказав , що несвоєчасне оформлення документів для укладання договору оренди сталося не з вини ТОВ « Грімальді » , а через те , що служби та управління Одеської міськради тривалий час не погоджували фірмі технічну документацію із землеустрою , що унеможливлювало оформлення документів ."
text_5149,"Крім того , суд встановив , що з червня 2011 року по серпень 2014 року фірма сплачувала земельний податок ."
text_5150,"Як зауважує суд , відповідно до Податкового кодексу , плата за землю справляється у формі земельного податку та орендної плати ."
text_5151,"Також суд звернув увагу на те , що сума збитків розрахована для ділянки площею 0,33 га ."
text_5152,"А у березні цього року Управління архітектури та містобудування надало позитивний висновок на проект відведення ділянки в оренду , при цьому змінивши розмір ділянки – замість 0,33 га було погоджено до відведення 0,27 га ."
text_5153,"Прокуратура подала апеляцію на рішення госпсуду . Вистромлюючись у напрямку до нього двома паралельними лініями , вони швидко досягли його спини і застигли за кілька сантиметрів ."
text_5154,"І відразу між них полетіла , розмотуючись і входячи в пази , тонка сталь ."
text_5155,"Хоч вона ще не дійшла до кінця , по настилу вже бігли люди в шоломах . Габр ліг на живіт і останнім зусиллям кинув тіло на площину перекриття ."
text_5156,"Тепер він стояв за два кроки від магніт-блоків , що проносилися по рейках зліва , на його рівні ."
text_5157,Гуркіт від них раптом заглушив тріск гвинтопланів .
text_5158,"Магніт-блоки пролітали безперервним потоком , на скаженій швидкості , пронизуючи собою сотні квадратів , прагнучи до тільки їм відомої мети ."
text_5159,"Заввишки в кілька людських зростів , без дверей , вони нагадували перекинуті вгору ковші , до них не можна було підступитися . Габр озирнувся : люди в шоломах із аерофорсами в руках бігли щодуху , керовані з великого гвинтоплана ."
text_5160,"Всі антени тепер були спрямовані в його бік , залишалися якісь миті ."
text_5161,Операція закінчувалася .
text_5162,"Порятунок , якщо він взагалі існував , міг бути пов’язаний лише з магніт-блоками ."
text_5163,Тільки з ними .
text_5164,"Але як туди потрапити , як піднятися над ними ?"
text_5165,"Двома стрибками Габр досяг колони , що підтримувала магніти над естакадою ."
text_5166,"Дивно гуділа голова , магнітні поля діяли на мозок , на думки . Габр знав тільки одне : піднятися на колону , в будь-який спосіб і за всяку ціну , хай там що ."
text_5167,"Він навіть не зміг би сказати , що робитиме далі ."
text_5168,"Його все більше нудило , а перед очима кружляли кола ."
text_5169,Тільки би піднятися .
text_5170,"На щастя — і це теж була доля — лінія електропередачі проходила низько , і Габр зумів вчепитися за величезні порцелянові наконечники , ризикуючи тієї ж миті бути вбитим надпотужною напругою ."
text_5171,"Але дроти ховалися глибоко в порцелянових западинах , і незабаром Габр стояв на одній із чашок , якраз навпроти гвинтоплана , що підлетів до нього впритул : одна з антен боляче черкнула його по шиї ."
text_5172,"А люди в шоломах вже були на естакаді , внизу під ним ."
text_5173,"З секунди на секунду мав прочинитися і бік гвинтоплана , який щойно підлетів ."
text_5174,"Звідси , де закріпився Габр , дістати до магнітного навісу було неможливо , хіба що якимось чином піднятися по колоні до електробудки , а звідти вже спробувати стрибнути на величезний плоский магніт , що висів над трасою ."
text_5175,Але холодний гладкий циліндр металевої колони був слизький і неприступний .
text_5176,"Тим часом двоє в шоломах уже дерлися вгору , а бік гвинтоплана , що висів поруч , став повільно розходитися в сторони , оголюючи страшне темне нутро . Габр стягнув через голову одяг і за допомогою зубів легко розірвав його навпіл , потім іще раз , на чотири вузькі смужки ."
text_5177,"Тепер він був повністю голий , продувався холодним вітром ."
text_5178,"Однією ногою він упирався в порцелянову чашку , інша висіла в повітрі ."
text_5179,"Швидко зв’язавши декілька вузлів , Габр міцно обв’язав себе і колону двома тісними кільцями на рівні тазу і плечей : тепер він не міг упасти . Аналітичний центр будівельної компанії « Благо » дослідив історію розвитку ринку нерухомості міста і з’ясував основні фактори , що привели до « будівельного буму » ."
text_5180,"Як не дивно , активний розвиток будівництва , який почався у 2000-х , чи не найбільше спричинили економічна криза , еміграція робочої сили та девальвація гривні ."
text_5181,Нерухомість стала надійним джерелом збереження коштів для заробітчан – з попиту з’явилася пропозиція .
text_5182,Але чому саме Франківськ став магнетичним містом для будівельників та інвесторів ?
text_5183,Експерти мають на те кілька варіантів :
text_5184,Географічне розташування
text_5185,"Місто має розвинене сполучення з усіма районами Прикарпаття та іншими областями , а також близькість до країн ЄС ."
text_5186,"Крім того : чудова природа , багато парків , дві річки , до Карпат – година їзди автомобілем ."
text_5187,Усе це неабияк подобається франківцям і приваблює до переїзду жителів інших міст .
text_5188,Бізнес та економіка Івано-Франківськ активно розвивається .
text_5189,"Цьогоріч місто втретє здобуло приз Європи ( ПАСЄ призначає його тим містам , що найактивніше просувають європейські ідеї ) , а також визнано одним із найкращих для життя в Україні ."
text_5190,"Іноземні інвестиції , міжнародне співробітництво , розумна прогресивна молодь , успішне ведення малого та середнього бізнесу , розвиток освіти – це хороші переваги для мешканців ."
text_5191,"Це дало поштовх до будівництва найсучасніших житлових комплексів з новітніми технологіями та якісною інфраструктурою , як , наприклад , район Manhattan ."
text_5192,Елітне житло теж залишається в топі запитів .
text_5193,"Комплекс апартаментів « Парус » приваблює керівників великих підприємств , топ-менеджерів та іноземних бізнесменів ."
text_5194,Зміна поглядів
text_5195,"Сучасна молодь поступово втрачає зацікавленість у веденні сільського господарства , прагне до якісних змін , починаючи з місця проживання ."
text_5196,"Місто дає можливість реалізувати свій потенціал , тож нове покоління обирає саме його – як перспективу кращого майбутнього ."
text_5197,Ціна
text_5198,"Вартість новозбудованого житла суттєво нижча , ніж у сусідніх областях ."
text_5199,"Середня ціна квадратного метра – 9900 грн , тоді як на Львівщині – 13 000 грн , Тернопільській області – 10 300 грн . Моя приватна географія сплетена з річок ."
text_5200,"Їх значно більше , ніж землі ."
text_5201,Останнім часом я прив’язуюся до них дедалі сильніше .
text_5202,"Річки плиткі й невловимі , вони не визнають влади , ведуть за собою , дають і забирають , з ними завжди є про що поговорити ."
text_5203,"Їм віриться більше , ніж землі , а подеколи – навіть більше , ніж людям ."
text_5204,"Над річкою легко йти і прийти в те місце , де тобі правильно бути ."
text_5205,"Річки – справжні свідки життя , бо вони є його синонімом , джерелом ."
text_5206,"І в той же час вони поглинають його з безжальністю , котра межує з полегшенням ."
text_5207,"На землі люблять збирати язиком між каміння найдрібніші крихти своєї присутності , вірячи , що це додає ваги ."
text_5208,З річками так не вийде .
text_5209,"Повінь , що поглинає оселі , чи утоплення під час нічної риболовлі , чи просто крижана зимова вода , в якій моя прабаба полоскала білизну , після чого злягла і відійшла – не так принципово ."
text_5210,"Ти зникаєш , але із тебе росте очерет , між його стебел тлумляться пуголовки ."
text_5211,"Ти стаєш суцільним життям , остаточно набуваєш сенсу ."
text_5212,"Є річки , які я люблю кликати на імена . Південний Буг , античний Гіпаніс , над яким я виросла . Дунай , сага , замкнена в берегах , яка з’єднує кілька важливих для мене країн . Дністер , рішучий вододіл , тривожний та суворий , мені його часто хочеться бачити , особливо в міжсезоння , коли він просто-таки дихає кров’ю і проковтнутими тінями битв . Балканська Неретва з холодною синьо-зеленою водою і власною школою піратства , що несе на спині прекрасні міста і малу часточку мене . Даугава , вона ж Західна Двина , якої я ніколи не бачила ."
text_5213,Про останню мені би годилося сказати дещо детальніше .
text_5214,Про своїх прадіда й прабабу по мамі я знаю дуже мало .
text_5215,"Історія XX століття проковтнула майже все , що могла , залишилися тільки імена – Анна та Август , і лаконічний факт : вони були латгалами ."
text_5216,"Це давньобалтійське плем’я , що з часом злилося з іншими , утворило теперішній латиський народ і подарувало ім’я цілій країні ."
text_5217,"Історія почалася давно , столітті ще в шостому , коли вони прийшли , гнані іншими слов’янськими племенами зі сходу , вздовж річки Даугави , розігнали місцевих угро-фінів і міцно осіли на її березі , побіля відгалуження шляху з варяг у греки ."
text_5218,"Коли в ці землі ринули війська німецьких лицарських орденів , латгальські території покраяли , приєднали до Лівонії , ще пізніше вони стали закинутою польською околицею ."
text_5219,"Латгали завжди були самі свої , з переселенням у кожну нову імперію їх лишалося все менше ."
text_5220,"Після розподілу Польщі вони опинилися в Російській імперії , запхані у Вітебську губернію , як у мішок , де лежало вже багато інших ."
text_5221,"У новій державі їх не любили , кликали « польськими інфлянтами » , їм не довіряли через католицьку віру , забороняли друкувати книги на бісовій латиниці ."
text_5222,"Прадавні сусіди теж опинилися в імперії , протестанти-ліфляндці та курляндці ."
text_5223,"Жили собі , терпіли , потім був червоний 1917 рік , у 1918 — Латвійська держава , де знову опинилися латгали і сусідські колись народи ."
text_5224,"Латгали стали латгальцями , населенням адміністративної території Латземе , етнічною меншиною , а мова їхня — діалектом ."
text_5225,Власна країна забрала у них навіть самоназву .
text_5226,"У латгалів є головна легенда , ще з часів лівонських завоювань ."
text_5227,"Про Лачплесиса , богатиря , народженого ведмедицею від лісоруба , якого вона вкрала у лісі й затягнула до свого лігва . Лачплесис мав тіло людини і вуха ведмедя , і язичницькі боги пообіцяли йому славу героя і дивовижну силу , яка таїться у його звірячих вухах ."
text_5228,"За тією ж обіцянкою богів латгальському народові загрожувало багаторічне чужоземне іго , від якого Лачплесис мав його звільнити ."
text_5229,"Пророцтво справдилося , Лачплесис був непереможний на суходолі , плавав морями , знічев’я переміг військо хрестоносців ."
text_5230,"А потім один із земляків зрадив богатиря , видав хрестоносцям таємницю вух . Чорний Лицар-хрестоносець викликав Лачплесиса на поєдинок , відрубав йому ведмедячі вуха , той упав у Даугаву і втопився ."
text_5231,"Річка забрала надію на порятунок у тих , кому свого часу дала землю і життя ."
text_5232,"Може , через це латгали не втрималися на своїй землі , масово переселялися на вільні території в Сибір , де у зимній річковій воді прала моя прабаба і де осиротів мій дідусь ."
text_5233,"Колишній великий народ розгубився по світові , дід підлітком мив золото у швидких північних потоках , а коли згодом замешкав на Поділлі – то саме тому , що тут текла красива рівнинна річка ."
text_5234,"Від цих думок я рятуюся , згадуючи Геродотові описи Гіпаніса , Південного Бугу ."
text_5235,"Зокрема , він пише , що в середній його течії у води ріки впадає одне гірке джерело , хоч і геть мале , але дуже гірке , і вода його змішується з водою Гіпаніса , великої ріки серед малих , і надає їй гіркого смаку ."
text_5236,Джерело це перебуває на межі країн скіфів-орачів та алазонів .
text_5237,"Назва цього джерела по-скіфському — Ексампай , а по-еллінськи — Священні шляхи ."
text_5238,Мені подобається ця метафора .
text_5239,"Моя родина – теж таке гірке джерело , яке впадає у більшу річку ."
text_5240,"Хочу вірити у те , що всі шляхи – священні , що кожне маленьке гірке джерело надає річці неповторного смаку , відчувши який , повертаєшся додому ."
text_5241,"І ще чомусь віриться в те , що людські долі невидимо пов’язані між собою так само , як річки – великим підземним водяним серцем ."
text_5242,"Що немає випадкових струмків або приток , всі вони по краплі несуть велику воду в дельту , а звідти – в море ."
text_5243,"Що в жодному лабіринті крові ніхто не заблукує намарно , і навіть якщо втрачає землю – має річку , яка вестиме ."
text_5244,"Річки є для мене підставою вірити в те , що людська історія не закінчується ."
text_5245,"Кожна річка – глибока і звивиста , як доля ."
text_5246,"І ще вона схожа на мову – так само дихає , у неї так само на дні кров , черепи героїв , гіркий осад і таємниці майбутнього . « Мені , будь ласка , еКспресо »"
text_5247,"Запам’ятайте : у слові ЕСПРЕСО немає літери К ( до того ж , українською воно пишеться без подвоєння С ) ."
text_5248,Це слово походить з італійської мови та означає « видавлений » .
text_5249,Адже під час приготування напою за допомогою еспресо-машини вода рівномірно проходить через мелену каву під тиском 9 атмосфер .
text_5250,Еспресо надто міцне !
text_5251,Під міцністю зазвичай мають на увазі міру розчинення твердих часточок меленої кави в готовому напої .
text_5252,"Залежно від способу приготування , вона може бути різна ."
text_5253,В еспресо вона справді більша .
text_5254,Однак не слід плутати поняття міцності з :
text_5255,"кількістю кофеїну — його буде однаково в будь-якому напої , приготованому на основі еспресо , тобто вміст кофеїну такий самий і в еспресо , і в капучино , і в мокко ;"
text_5256,"концентрованим смаком — еспресо справді має насиченіший смак , проте це жодним чином не пов’язано з поняттям « міцність » ."
text_5257,« НАВІЩО МЕНІ ВОДА ДО ЕСПРЕСО ? »
text_5258,Зазвичай до філіжанки еспресо подають склянку води для очищення смакових рецепторів перед уживанням напою — щоб краще розрізняти нюанси смаку .
text_5259,"Також не зайвим буде випити трохи води після чашечки еспресо , оскільки кавовий посмак може лишатися протягом кількох годин ."
text_5260,І для зубів це корисно : )
text_5261,"« НЕ ПИТИМУ КАВУ НА НІЧ , БО ПОТІМ НЕ ЗАСНУ »"
text_5262,"Те , що після філіжанки кави хтось довго не може заснути — міф і психологічна пастка , самонавіювання ."
text_5263,Молекули кофеїну активізуються через 15 хвилин після вживання напою і вже за годину припиняють діяти на організм людини .
text_5264,"Повністю з організму кофеїн виводиться за 2-5 годин після кавування , але цей показник для кожного індивідуальний ."
text_5265,« МЕНІ ЕСПРЕСО З ПОДВІЙНОЮ ПОРЦІЄЮ ЦУКРУ ! »
text_5266,"Якщо еспресо приготоване правильно , то в його смаку збалансовано природну солодкуватість , легку гірчинку , кислинку та солонуватість ."
text_5267,"Коли еспресо , наприклад , має виразну гіркоту в смакові , то напій можна покращити , додавши цукру на краєчку ложки ."
text_5268,У цьому разі цукор заглушує гіркоту і дає змогу відчути кислинку .
text_5269,"Однак переборщивши із цукром , ви ризикуєте не відчути ні кислинку , ні гірчинку — лише надмірну солодкість , не притаманну еспресо ."
text_5270,"« Капучино ледь тепле , зробіть гарячіше ! »"
text_5271,Температура капучино не має перевищувати 65 - 70 ° С .
text_5272,"За такої температури напій комфортно пити — він не обпікає язик , не надто гаряче тримати чашку в руці ."
text_5273,"А от якщо збити молоко до температури понад 70 ° С , то розпочнеться процес згортання білка — молоко втратить свій природний солодкуватий присмак і почне пахнути , як кип’ячене ."
text_5274,Зробіть мені американо з молоком !
text_5275,"Тут варто навести цитату Сергія Дорохова , координатора SCAE ( Speciality Coffee Association of Europe ) в Україні : « Є американо , є капучино ."
text_5276,Хочете пити каву з молоком — пийте капучино .
text_5277,Розбавити еспресо водою — пийте американо .
text_5278,"Не розумію , навіщо потрібно розводити еспресо і молоком , і водою » ."
text_5279,"« ШОКОЛАДНЕ КАПУЧИНО , БУДЬ ЛАСКА »"
text_5280,"Замовляючи капучино з якимось присмаком , скажімо , із шоколадним , ви отримаєте напій не зі справжнім шоколадом , а з порцією імпортного сиропу , що містить купу емульгаторів , псує природний смак кави та ще й шкодить здоров’ю ."
text_5281,"Якщо ви надаєте перевагу солодкій каві — краще додайте цукру , це буде корисніше . Базидієві гриби ( Basidiomycota ) є другим за кількістю видів , після сумчастих , відділом справжніх грибів ( понад З0 000 видів ) ."
text_5282,"Вегетативне тіло базидієвих грибів — це довгі павутинисті тонкі гіфи , які переплітаються між собою і утворюють грибницю — міцелій ."
text_5283,"У деяких грибів , наприклад опенька осіннього ( Armillaria mellea ) , він може формувати ризоморфи — великі тяжі паралельно сполучених гіф ."
text_5284,"Завдяки ризоморфам гриби поширюються по субстрату , вони слугують для переносу поживних речовин ."
text_5285,"У деяких видів базидієвих грибів , як і у сумчастих , формуються щільні сплетення гіф різної будови — склероції ."
text_5286,"Вони мають різну форму ( зазвичай округлу ) , містять запасні поживні речовини і дуже мало вологи ."
text_5287,"На міцелії за певних умов ( відповідна температура , належний рівень вологості , наявність субстрату тощо ) утворюються органи репродукції — плодові тіла ."
